tweet_id,tweet
1643039484991111175,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/qM8E6FXclT
1643039341734756355,RT @_O_NEO_O_: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSecu…
1643038687209332736,strange ways emproyees can (accidently) expose data   #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/csSgcJajIH
1643037759546728459,RT @_O_NEO_O_: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSecu…
1643037345288007682,RT @_O_NEO_O_: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSecu…
1643036904705671169,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/UlgRMgNCT0
1643031719971258371,RT @_O_NEO_O_: façons étranges dont les employés peuvent (accidentellement) exposer des données     #Sécurité des données #Confidentialité…
1643031606536413184,façons étranges dont les employés peuvent (accidentellement) exposer des données     #Sécurité des données… https://t.co/tmCedDBvkV
1643031473702993920,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security???? #DataSecurity #Privacy #100DaysOfCode #…
1643030164475969542,RT @_O_NEO_O_: weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity   #MachineLea…
1643027354661388289,RT @_O_NEO_O_: weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity   #MachineLea…
1643026631437479937,weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity… https://t.co/fOd27GfvSD
1643020990358728704,RT @johnMathew79: 强制密码过期是有助于还是损害您的密码安全性？  #DataSecurity #Privacy  #100DaysOfCode #CloudSecurity  #MachineLearning #Phishing #Ransomware #Cy…
1643020643783397377,强制密码过期是有助于还是损害您的密码安全性？  #DataSecurity #Privacy  #100DaysOfCode #CloudSecurity  #MachineLearning #Phishing… https://t.co/2uHgnpfuaI
1643018892191703046,RT @TechNative: The Uber breach: What went wrong?  #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomw…
1643018427655933953,RT @TechNative: The Uber breach: What went wrong?  #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomw…
1643011966951096322,RT @Martinshack27: 8 strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearn…
1643011702592610307,8 strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/qzYPbHKKZu
1643000041362149381,RT @Phisher111: A expiração obrigatória da senha está ajudando ou prejudicando a segurança da sua senha?  #Segurança de Dados #Privacidade…
1642999263532576768,A expiração obrigatória da senha está ajudando ou prejudicando a segurança da sua senha?  #Segurança de Dados… https://t.co/YJQwCsquW2
1642989366438928387,RT @rtehrani: This new ransomware campaign wants millions of dollars to get your files back https://t.co/CXjpbPsV0j  #DataSecurity #Privacy…
1642988688010297344,RT @rtehrani: This new ransomware campaign wants millions of dollars to get your files back https://t.co/CXjpbPsV0j  #DataSecurity #Privacy…
1642987876588695554,This new ransomware campaign wants millions of dollars to get your files back https://t.co/CXjpbPsV0j… https://t.co/CRiQ11CYqE
1642981122916204546,RT @Nerocracktech: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642980712742543362,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/u9WKT228mR
1642980169454432258,strange ways emproyees can (accidently) expose data   #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/7WR6RJQJRi
1642979549750108164,mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/E23vaSpm4a
1642978746582851586,RT @belingorecoup: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #Clo…
1642977440434737163,RT @belingorecoup: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #Clo…
1642977387188035584,RT @belingorecoup: strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearnin…
1642976911281504257,strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/d47TNd7Gh2
1642976665126203392,RT @belingorecoup: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #Clo…
1642975760385228800,RT @belingorecoup: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #Clo…
1642975652902211584,Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode… https://t.co/YYYaUOCvay
1642971687997063174,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642971270944784385,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642969799868268546,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642969133938507776,Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode… https://t.co/NxryqfXsQf
1642964266218037265,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security???? #DataSecurity #Privacy #100DaysOfCode #…
1642960957641990147,Join top experts from @saviynt, 1Kosmos, and @Simeio as they reveal their secret weapons for identifying and consol… https://t.co/NbzHmQNcjg
1642957690807656453,RT @TechNative: The Uber breach: What went wrong?  #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomw…
1642956140995551233,Is mandatory password expiration helping or hurting your password security???? #DataSecurity #Privacy… https://t.co/QQH5EbFcVw
1642955676547686417,strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/bplwppt8Uf
1642955015034642444,8 strange ways employees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/R6aQ2oruZB
1642954812714000406,strange ways employees can (accidently) expose data   #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/u6FRyOT72G
1642953874603384845,TMX Finance and its subsidiaries TitleMax, TitleBucks, and InstaLoan have disclosed a #databreach that exposed the… https://t.co/azcE747KAf
1642946762900905986,RT @Nerocracktech: weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity   #Machin…
1642945249533198351,weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity… https://t.co/TNi8xDXAOk
1642944200080605210,8 Weird Ways Employees Can (Accidentally) Expose Data   #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity… https://t.co/eqOCqkHbd0
1642943050107305994,Η BMW ισχυρίζεται ότι η παραβίαση δεδομένων περιορίζεται στον τοπικό αντιπρόσωπο Μια επίθεση ransomware που εξαπολύ… https://t.co/oIxq3BsR1Y
1642942540260294676,#Ransomware attack on Maryland #hospital resulted in standard #databreach notice. Ongoing trend that still has no e… https://t.co/izRFPBtmxm
1642941188633247746,RT @SWilkinsonCyber: A fake ransomware group is sending emails to US companies, threatening to publish or sell allegedly stolen data unless…
1642940691998478337,Fake ransomware gang targets U.S. orgs with empty data leak threats  Read this and more in todays #TechNews… https://t.co/IUVfpO4xQ5
1642939085298843651,RT @Eli_Krumova: :warning::shield: #Cybersecurity: #Companies brace for more #cyberattacks https://t.co/YmAVGBwZjF  v/ @stratorob #Ransomware #security…
1642938654019686400,RT @sonu_monika: Known #Ransomware attacks by industry sector, July 2022 by malwarebytes. :fire::fire::fire:  #cyberattack #databreach #ArtificialIntellig…
1642936767597756422,A fake ransomware group is sending emails to US companies, threatening to publish or sell allegedly stolen data unl… https://t.co/lL48vJbzWF
1642936066633084928,RT @JinibaBD: :warning::warning: :police car light: Fake ransomware gang targets U.S. orgs with empty data leak threats #cybercrime #Phishing #ransomware #cyberattacks #p…
1642935938488713221,RT @javier_carriazo: Microsoft OneNote will block 120 dangerous file extensions #cybercrime #Phishing #ransomware #cyberattacks #privacy #c…
1642935810407251971,RT @javier_carriazo: #Microsoft Defender Is Broken and Flagging Safe Links as Malware #cybercrime #Phishing #ransomware #cyberattacks #priv…
1642935682011217942,RT @JinibaBD: :police car light::warning::police car light: Hacker Stole My Phone, Credit Card, Identity. I Set Out to Find Them. #cybercrime #Phishing #ransomware #cyberattacks #p…
1642934469622480904,RT @dani_hack03: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSe…
1642933074282397699,RT @dani_hack03: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSe…
1642931589989515272,RT @dani_hack03: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudSe…
1642931050463600641,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/XU0z3EjfGM
1642929837101789184,Helix22 encryption is quantum computing proof. #Helix22Y2Qready #zerorisk  Find out how we do it: INFO@BLAKFX.COM… https://t.co/nE4eRAGH5z
1642928894150844416,强制密码过期是有助于还是损害您的密码安全性？  #DataSecurity #Privacy  #100DaysOfCode #CloudSecurity  #MachineLearning #Phishing… https://t.co/FLBrQOtG6U
1642925985422032897,RT @FalconFeedsio: BlackBasta #ransomware group added Precision Fabrics Group, Inc (https://t.co/z6c4QG62o0), to their victim list.   #USA…
1642925974986670088,RT @FalconFeedsio: Black Basta #ransomware group added Corporate Technologies LLC (https://t.co/U6N6JWH5J9), to their victim list.  They cl…
1642915378727723008,#DISH slapped with multiple lawsuits after #ransomware #cyberattack https://t.co/WWJyMkIzFc  #DishNetwork faces cla… https://t.co/rhcMT8ISfx
1642910485229244417,#cybersec #databreach #ransomware #cisco #secure #informationsecurity #talosintelligence  https://t.co/25EQMFEoPD
1642909152442740738,RT @TechNative: The Uber breach: What went wrong?  #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomw…
1642908326907334657,The Uber breach: What went wrong?  #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing… https://t.co/sGkSKFmhPH
1642907724554858498,RT @HackRead: Western Digital has taken some of its operation offline amid the security breach that could be a #ransomware attack  Details:…
1642907121359495169,Western Digital has taken some of its operation offline amid the security breach that could be a #ransomware attack… https://t.co/nwjXufC7YB
1642900861792710657,RT @db_digest: BMW France: German Automotive Manufacturer's French Division's "PLAY" Ransomware Attack Results In Stolen Data Leak Threat h…
1642900740698955776,RT @db_digest: Introducing PRiSM, our Data-Leaking Ransomware Research Portal. Analyse Ransomware Attacks by Ransomware Operator, Geo-Locat…
1642900661363769344,RT @DarrenEwers: Thai agencies hunt for hacker that allegedly holds 55 million people’s data. Thai authorities are hunting for a hacker who…
1642898246686081028,Thai agencies hunt for hacker that allegedly holds 55 million people’s data. Thai authorities are hunting for a hac… https://t.co/kJhFN40V4M
1642897704752742401,RT @db_digest: Ransomware Operator Claims - Week 13 2023 https://t.co/pfJdq4EvoQ #databreach #databreaches #databreachesdigest #dataprivacy…
1642896477264461825,strange ways emproyees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/QGylsXsdJN
1642894883059912707,RT @coffees420fr: #franceSnap:ghost::bedo420fr_ce Telegram:Uber420 En cash en main #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineL…
1642893467754921984,RT @rtehrani: Western Digital reports network security incident https://t.co/h0PUpy0Bs8   #DataSecurity #Privacy #Phishing #Ransomware #Cyb…
1642893070461984768,#ISACyberNews April 3: 3CX voice/video conferencing software victimized by supply chain attack and much more.  Week… https://t.co/XIz2Sj6gqp
1642891520989618176,Western Digital reports network security incident https://t.co/h0PUpy0Bs8   #DataSecurity #Privacy #Phishing… https://t.co/etsx6VQver
1642887198419611649,#franceSnap:ghost::bedo420fr_ce Telegram:Uber420 En cash en main #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/rqRYFu8dF3
1642886101193961473,RT @db_digest: Ransomware Operator Claims - Week 13 2023 https://t.co/pfJdq4EvoQ #databreach #databreaches #databreachesdigest #dataprivacy…
1642885939163959297,RT @GoAgio: Exiting employees pose a #security threat to your #data. Here's how to keep it safe. via @TechRepublic https://t.co/RGbOKlkEYs…
1642883774278152194,RT @GoAgio: Exiting employees pose a #security threat to your #data. Here's how to keep it safe. via @TechRepublic https://t.co/RGbOKlkEYs…
1642882570579787779,RT @db_digest: Data-Leaking Ransomware Report - Q1 2023 https://t.co/g3CKka6U95 #databreach #databreaches #databreachesdigest #dataprivacy…
1642880318683201540,RT @Rapidd_hacks: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #CloudS…
1642878885464252419,RT @daniel_cyber247: Hacking is easy, DM to Recover or Hack accounts and missing phones. #DataSecurity #Privacy #100DaysOfCode #CloudSecuri…
1642877545656795143,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/70kbiDVrPo
1642876800316461056,RT @JeticoSoftware: :NEW button:Missed any of the weekend’s #CyberSecurity #TechNews? Here's a selection: https://t.co/PK6V0H88F9  :folded hands: @jgreigj @billtou…
1642876550180634625,:NEW button:Missed any of the weekend’s #CyberSecurity #TechNews? Here's a selection: https://t.co/PK6V0H88F9  :folded hands: @jgreigj… https://t.co/Y6oX4P9UxP
1642876368139476993,RT @bartmcd: The @DEAHQ has started using @Apple #AirTags as a surveillance device. via @Forbes https://t.co/Oa3Hsw2oG9 #cybersecurity #cyb…
1642876356647088134,The @DEAHQ has started using @Apple #AirTags as a surveillance device. via @Forbes https://t.co/Oa3Hsw2oG9… https://t.co/ErzdXwA6gR
1642874681362464769,Exiting employees pose a #security threat to your #data. Here's how to keep it safe. via @TechRepublic… https://t.co/V8lWYYrTrz
1642872085805408256,#ChatGPT 4 can't stop helping #hackers. via @Forbes https://t.co/PZdUdloXWs #cybersecurity #cyberaware #security… https://t.co/8VkhUmRnwc
1642868050343886848,.@Twitter takes down #sourcecode leaked online, hunts for downloaders. via @BleepinComputer https://t.co/hndhStJoau… https://t.co/v5L4fd4KRa
1642860040443797504,The 6 different types of hackers.  #DataSecurity #Privacy #CloudSecurity #infosec #MachineLearning #Phishing… https://t.co/YyOXsJwP87
1642859452905709574,RT @FalconFeedsio: BlackBasta #ransomware group added Shively Bros Inc. (https://t.co/2nQYv7oDbC), to their victim list. Samples provided i…
1642858493857128454,RT @daniel_cyber247: Hacking is easy, DM to Recover or Hack accounts and missing phones. #DataSecurity #Privacy #100DaysOfCode #CloudSecuri…
1642857583571611648,RT @daniel_cyber247: Hacking is easy, DM to Recover or Hack accounts and missing phones. #DataSecurity #Privacy #100DaysOfCode #CloudSecuri…
1642855956450091008,Hacking is easy, DM to Recover or Hack accounts and missing phones. #DataSecurity #Privacy #100DaysOfCode… https://t.co/iWKzvEMI7W
1642854283665195011,RT @TheCyberExpress: [#Databreach] Over 150GB of stolen #data, allegedly from the @Gaston_College data breach, was posted for download by t…
1642852617402429440,RT @FalconFeedsio: BlackBasta #ransomware group added Shively Bros Inc. (https://t.co/2nQYv7oDbC), to their victim list. Samples provided i…
1642851461871591425,LockBit #ransomware group added Revv Aviation (https://t.co/68LD2Y8PYR), to their victim list. They claims to publi… https://t.co/ZM2rg2SIZH
1642850440294301696,RT @FalconFeedsio: MEDUSA #ransomware group added SONDA, a Chilean multinational IT company headquartered in Santiago, to their victim list…
1642850028040462338,RT @William_hack2: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642849823492636673,强制密码过期是有助于还是损害您的密码安全性？  #DataSecurity #Privacy  #100DaysOfCode #CloudSecurity  #MachineLearning #Phishing… https://t.co/ZpJycwAhcf
1642848392500981763,RT @FalconFeedsio: BlackBasta #ransomware group added Precision Fabrics Group, Inc (https://t.co/z6c4QG62o0), to their victim list.   #USA…
1642848264851451905,RT @Smith_hacks001: DM for all cyber related problems. #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ran…
1642846213048266754,RT @FalconFeedsio: Black Basta #ransomware group added Corporate Technologies LLC (https://t.co/U6N6JWH5J9), to their victim list.  They cl…
1642845571189817345,RT @bamitav: 38% of organisations hit with #Ransomware in 2022 were repeat victims  https://t.co/6g4H4vbfbA  #RCE #ZeroTrust #ZeroDay #cybe…
1642844547582500867,RT @William_hack2: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642844419706568704,RT @William_hack2: #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cybersecurity #CyberAttack…
1642844001337311232,#DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cybersecurity… https://t.co/6oZPQGDWci
1642843596653993984,Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode… https://t.co/RaE2qxEMb4
1642841143309115394,RT @bamitav: 38% of organisations hit with #Ransomware in 2022 were repeat victims  https://t.co/6g4H4vbfbA  #RCE #ZeroTrust #ZeroDay #cybe…
1642839673327218689,RT @FalconFeedsio: Black Basta #ransomware group added Corporate Technologies LLC (https://t.co/U6N6JWH5J9), to their victim list.  They cl…
1642839217721200640,RT @bamitav: 38% of organisations hit with #Ransomware in 2022 were repeat victims  https://t.co/6g4H4vbfbA  #RCE #ZeroTrust #ZeroDay #cybe…
1642837855507554304,RT @CyberNews: A #ransomware attack launched on #BMW #France only affected a local dealer that was operating independently #cybersecurity #…
1642837340207865856,Black Basta #ransomware group added Corporate Technologies LLC (https://t.co/U6N6JWH5J9), to their victim list.  Th… https://t.co/ZEse0L6kdc
1642837064159821830,RT @IronCAPCyberUK: Apr 3, 2023 #IronCAP provides a unique cryptographic quantum-safe encryption for your most valued asset AKA #data. Why…
1642835147861925888,DM for all cyber related problems. #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing… https://t.co/vYLJgL20iv
1642835072007954432,BlackBasta #ransomware group added Precision Fabrics Group, Inc (https://t.co/z6c4QG62o0), to their victim list.… https://t.co/WxxkuN0DIw
1642832291763298304,MEDUSA #ransomware group added SONDA, a Chilean multinational IT company headquartered in Santiago, to their victim… https://t.co/rFX5k5MTc5
1642828894473449473,BlackBasta #ransomware group added Shively Bros Inc. (https://t.co/2nQYv7oDbC), to their victim list. Samples provi… https://t.co/Y58kONWClp
1642823896314580993,[#Databreach] Over 150GB of stolen #data, allegedly from the @Gaston_College data breach, was posted for download b… https://t.co/V14g7cvbaK
1642820766461747201,RT @CyberNews: A #ransomware attack launched on #BMW #France only affected a local dealer that was operating independently #cybersecurity #…
1642817968403890176,A #ransomware attack launched on #BMW #France only affected a local dealer that was operating independently… https://t.co/4hqQl1j2tc
1642814582501646338,Apr 3, 2023 #IronCAP provides a unique cryptographic quantum-safe encryption for your most valued asset AKA #data.… https://t.co/U9yzRQFEfc
1642812762265878528,RT @Barnscodes_Hack: USA    #loT   Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100D…
1642810670982008833,RT @fedrick_hack7: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642809553208193024,RT @fedrick_hack7: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642809336781996033,RT @fedrick_hack7: Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100DaysOfCode #Cloud…
1642809144649601027,RT @Barnscodes_Hack: USA    #loT   Is mandatory password expiration helping or hurting your password security? #DataSecurity #Privacy #100D…
1642808952709844992,RT @Kush420fr: Snap:ghost::bedo420fr_ce #DataSecurity #Privacy #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cybersecurit…
1642808760648499200,RT @db_digest: Ransomware Operator Claims - Week 13 2023 https://t.co/pfJdq4EvoQ #databreach #databreaches #databreachesdigest #dataprivacy…
1642807033970958336,RT @FalconFeedsio: ALPHV #ransomware group added Mutual de seguros de Chile, a company operating in insurance industry, to their victim lis…
1642801693090889728,RT @CyberNews: Procter &amp; Gamble confirmed that one of the many companies they own was victimized due to #Fortra’s #GoAnywhere vulnerability…
1642799103301103616,RT @calilife93fr: https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cyber…
1642798455251775488,RT @calilife93fr: https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cyber…
1642798443956453376,https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware… https://t.co/NVCX5A4Gd4
1642798393830277121,RT @CyberNews: Procter &amp; Gamble confirmed that one of the many companies they own was victimized due to #Fortra’s #GoAnywhere vulnerability…
1642798325761024002,Procter &amp; Gamble confirmed that one of the many companies they own was victimized due to #Fortra’s #GoAnywhere vuln… https://t.co/M5LpoSZDD4
1642798266667479040,RT @calilife93fr: https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cyber…
1642798265878937601,RT @calilife93fr: https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cyber…
1642798255464497152,RT @calilife93fr: https://t.co/GYZwn9mPfK  #DataSecurity #Paris #100DaysOfCode #CloudSecurity #MachineLearning #Phishing #Ransomware #Cyber…
1642780695259930625,RT @FalconFeedsio: ALPHV #ransomware group added Mutual de seguros de Chile, a company operating in insurance industry, to their victim lis…
1642779717068529665,RT @FalconFeedsio: Royal #ransomware group added Toho Tenax America, a US branch of Japanese technology giant Teijin. They claims to have a…
1642777748685897729,Royal #ransomware group added Toho Tenax America, a US branch of Japanese technology giant Teijin. They claims to h… https://t.co/LF6iSDlNYG
1642772956404219904,Royal #ransomware group added Sunstar Americas, Inc., to their victim list. They claims to have access to 118GB of… https://t.co/j3dsdRgFk3
1642769196269412354,Royal #ransomware group added Corizon Health, Inc (https://t.co/pbD0p9kxIR), a provider of correctional healthcare,… https://t.co/Bemrys4uag
1642769158965174274,weird ways employees can (accidentally) expose data    #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity… https://t.co/R7hhuxtlMS
1642768184364220416,8 Weird Ways Employees Can (Accidentally) Expose Data   #DataSecurity #Privacy   #100DaysOfCode #CloudSecurity… https://t.co/ggY4lKFwRV
1642765993108725760,Buy Norton security by symantec now !    https://t.co/zb4zbGaiIz  https://t.co/ajR2VguHXd   https://t.co/H6J0GAdRde… https://t.co/wdCD6ligmu
1642764222151925761,RT @FalconFeedsio: Royal #ransomware group added Steve Silver furniture (https://t.co/EV5g7vCquC), to their victim list. They claims to hav…
1642763907239485443,Royal #ransomware group added Steve Silver furniture (https://t.co/EV5g7vCquC), to their victim list. They claims t… https://t.co/czsqrGkqkv
1642745656308580353,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642744330904383488,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642742736188227584,RT @CyberCrymen: Actor : Cl0p Leaks Victim : TAS(.)GOV(.)AU Country: #Australia  #Cl0p #Ransomware group has added a new victim. Tasmania i…
1642740483716726784,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode #C…
1642739726632271872,Is mandatory password expiration helping or hurting your password security??? #DataSecurity #Privacy #100DaysOfCode… https://t.co/cDiNJWz1MZ
1642736781643726850,RT @RobbieJ26549163: Is mandatory password expiration helping or hurting your password security???? #DataSecurity #Privacy #100DaysOfCode #…
1642736247427694592,Is mandatory password expiration helping or hurting your password security???? #DataSecurity #Privacy… https://t.co/8ZHjrNpTbB
1642736115688910848,8 strange ways employees can (accidently) expose data #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/KdNQDUtbba
1642736008621068289,RT @CyberCrymen: The Tasmanian government has come under fire for providing a lack of detail on a #databreach that may have compromised per…
1642735942497624067,strange ways employees can (accidently) expose data   #DataSecurity #Privacy #100DaysOfCode #CloudSecurity… https://t.co/Xpg7lU3d0e
