,id,name,description,author_name,modified,created,tags,references,public,adversary,targeted_countries,malware_families,attack_ids,industries,TLP,revision,groups,in_group,author,is_subscribing
10,55896f54b45ff55ab425e706,Dyre: Emerging threat on financial fraud landscape,"A significant upsurge in activity over the past year has seen Dyre emerge as one of the most dangerous financial Trojans, capable of defrauding customers of a wide range of financial institutions across multiple countries.

Dyre is a highly developed piece of malware, capable of hijacking all three major web 
browsers and intercepting internet banking sessions in order to harvest the victim’s 
credentials and send them to the attackers. 

Dyre is a multi-pronged threat and is often used to download additional malware on to the victim’s computer. In many cases, the victim is added to a botnet which is then used to send out thousands of spam emails in order to spread the threat further afield.",Guillermo.Grande,2015-06-23T19:24:36.508000,2015-06-23T14:38:12.963000,[],[],1,,[],[],[],[],green,5,[],False,"{'username': 'Guillermo.Grande', 'id': '71', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
11,55898d6db45ff55df925e6f6,New Dridex infection vector identified,"Malware authors can sometimes be creative in order to manipulate their human targets on the one hand and to circumvent security products, too. The experts of G DATA’s SecurityLabs analyzed a specially crafted Microsoft Word document the attackers used to install a rather famous banking Trojan called Dridex. This malicious document connects to a perfectly legitimate website to download the final payload. We assume that these two elements were chosen to trick security products. This scam is used more and more often to attack businesses, especially SMBs, in various countries.",AlienVault,2017-08-24T10:49:56.370000,2015-06-23T16:46:37.112000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
12,558b04a6b45ff5201025e726,Dyre emerges as main financial Trojan threat,"The Dyre financial Trojan has emerged over the past year to become one of the most potent financial fraud tools in operation. Dyre is configured to defraud the customers of more than 1,000 banks and other companies worldwide. Consumers in English-speaking countries, in particular the US and UK, are most at risk, since this is where the largest numbers of targeted banks are located.",AlienVault,2017-08-24T10:49:51.461000,2015-06-24T19:27:34.563000,[],[],1,,[],[],[],[],green,4,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
13,558d7e7cb45ff559c025e6fd,New banking trojan 'Slave' hitting Polish Banks,"S21Sec have spotted a new banking trojan in the wild that uses JSON formatted webinjects. After that so many Zeus-like webinjects around, this was kind of refreshing. Currently this banker only have targets in Poland. We are analyzing injects, as they are capable of using ATS.",AlienVault,2015-06-26T16:32:19.959000,2015-06-26T16:31:56.711000,[],[],1,,[],[],[],[],green,4,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
14,55aec3dcb45ff53bb694e6b1,An Update on the UrlZone Banker,"UrlZone is a banking trojan that appeared in 2009. Searching its name or one of its aliases (Bebloh or Shiotob) reveals a good deal of press from that time period along with a few technical analyses in 2009 [1] [2], 2012 [3], and 2013 [4]. Despite having a reputation of evolution, there doesn’t seem to be very many recent updates on this malware family though. Is UrlZone still a threat and if so, how has it changed?",AlienVault,2015-07-21T22:13:16.529000,2015-07-21T22:12:44.198000,[],[],1,,[],[],[],[],green,2,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
15,55b60de3b45ff56fc77ccc16,Citadel C2 Panels,"Citadel C2 Panel Indicators. Citadel was designed to steal personal information, including banking and financial information, from its victims. The Trojan, is based on the Zeus source code.",BLUELIV,2015-07-27T10:54:27.095000,2015-07-27T10:54:27.095000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
16,55b61204b45ff570727ccc18,Dridex C2/Nodes,"Indicators for Dridex C&C URLs and/or Nodes. Dridex is a strain of banking malware that leverages macros in Microsoft Office to infect systems. Once a computer has been infected, Dridex attackers can steal banking credentials and other personal information",BLUELIV,2015-08-13T15:15:36.012000,2015-07-27T11:12:04.125000,[],[],1,,[],[],[],[],green,2,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
17,55b61517b45ff5712a7ccc17,Dyre C2 Panels,The Dyre Trojan is a banker Trojan that is used to take money and login credentials from the victims' bank accounts.,BLUELIV,2015-07-27T11:25:11.566000,2015-07-27T11:25:11.566000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
18,55b63cfdb45ff578b17ccc1f,Zeus C2 Panel,Indicators for C&C URLs related to Zeus Banking Trojan.,BLUELIV,2015-07-27T14:15:25.844000,2015-07-27T14:15:25.844000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
19,55b75ca467db8c17c3496d68,Tinba Malware Hashes,Indicators for malware hashes (sha256) classified as Tiny Banker Trojan.,BLUELIV,2015-07-28T10:42:44.430000,2015-07-28T10:42:44.430000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
20,55b7bb1d67db8c42be81ded9,Malware Hashes of Dridex Trojan Banker,Indicators related to Dridex malware trojan banker. For durther information about the trojan see the Whitepaper of: Network insights of Dyre and Dridex Trojan bankers available at https://www.blueliv.com/downloads/documentation/reports/Network_insights_of_Dyre_and_Dridex_Trojan_bankers.pdf,BLUELIV,2015-07-28T17:25:49.722000,2015-07-28T17:25:49.722000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
21,55b8cdac4637f20eccb10ef2,Basware Banking/Maksuliikenne,"Basware Banking/Maksuliikenne, a cash/bank account management software package for enterprises from software vendor Basware, has multiple critical vulnerabilities, which are described in this report. These vulnerabilities were first observed and reported to Basware by security researcher and author of this report, Samuel Lavitt, in August 2012. These vulnerabilities, and exploits to unlawfully gain economically from them in an undetectable manner, were demonstrated by the author to Basware and CERT-FI (part of the National Cyber Security Centre Finland) on 7 July 2014. The Finnish Financial Supervisory Authority was also informed in July 2014. At least one vulnerability has been partially fixed since.",julsec,2015-07-29T12:57:16.049000,2015-07-29T12:57:16.049000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'julsec', 'id': '74', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/julsec/resized/80/Better_Call_Saul.jpg', 'is_subscribed': False, 'is_following': False}",
22,55b8fbff67db8c5f8b210086,C2 and Hashes of Dyre Trojan Banker,Indicators for Dyre malware hashes and main C&C URLs extracted automatically after sandboxed analysis.,BLUELIV,2015-07-29T16:14:55.358000,2015-07-29T16:14:55.358000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'BLUELIV', 'id': '271', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/BLUELIV/resized/80/acronimo_350_80_quality_100.jpg', 'is_subscribed': False, 'is_following': False}",
23,55cc584a4637f20b6e54b5e0,VBA & PE(DLL) of Win32/Banload,Brasil PWS banking trojan,Malwaremustdie,2015-08-13T16:34:22.301000,2015-08-13T08:41:46.748000,[],[],1,,[],[],[],[],green,18,[],False,"{'username': 'Malwaremustdie', 'id': '275', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/Malwaremustdie/resized/80/malwaremustdie.jpg', 'is_subscribed': False, 'is_following': False}",
24,55d61a554637f26859c182d8,ANDROID/Spy.Agent.X.Gen,Android banker,AlienVault,2015-08-20T18:20:05.752000,2015-08-20T18:20:05.752000,[],[],1,,[],[],[],[],green,1,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
